42.780	149.740
42.780	149.740
42.780	149.740
42.780	149.740
76.410	113.780
76.410	113.780
76.410	113.780
76.410	113.780
55.100	148.340
57.140	135.800
43.560	157.320
43.560	157.320
43.560	157.320
107.540	131.000
100.520	132.120
100.520	132.120
76.340	141.820
65.340	158.860
65.340	158.860
47.440	190.960
47.440	190.960
48.820	171.140
129.040	141.780
90.940	144.060
90.940	144.060
97.660	143.590
82.780	148.440
48.140	249.460
48.140	249.460
51.400	203.620
51.400	203.620
49.840	242.500
49.840	242.500
65.100	173.120
63.320	176.470
95.460	148.020
95.460	148.020
95.460	148.020
86.880	168.600
86.880	168.600
61.240	211.740
61.240	211.740
51.680	238.420
51.680	238.420
59.000	218.430
63.090	209.260
65.020	183.120
110.640	160.020
110.640	160.020
103.980	166.520
103.980	166.520
108.640	162.780
55.760	242.420
63.380	209.300
70.920	195.100
70.920	195.100
75.520	185.060
75.520	185.060
79.880	184.000
116.690	161.750
110.400	178.340
110.400	178.340
110.400	178.340
110.400	178.340
114.060	175.680
57.720	269.700
118.680	166.680
118.680	166.680
67.840	219.320
71.640	200.240
110.120	184.480
91.200	185.140
91.200	185.140
115.500	179.470
85.620	189.180
81.920	191.560
81.920	191.560
115.080	183.280
91.200	185.140
115.080	183.280
