86.880,168.600
69.900,274.540
83.830,210.880
48.820,171.140
132.920,232.860
99.960,259.720
96.400,259.560
96.000,236.000
87.100,194.980
65.340,158.860
75.520,185.060
74.880,287.650
116.690,161.750
47.440,190.960
69.960,222.610
116.320,257.500
82.440,283.020
114.060,175.680
95.460,148.020
86.000,250.750
144.740,231.560
81.360,211.540
63.280,324.780
51.400,203.620
108.560,244.020
48.140,249.460
105.060,193.560
100.520,132.120
42.780,149.740
76.820,240.280
110.540,243.040
43.560,157.320
99.300,202.640
65.020,183.120
104.740,187.780
114.780,226.140
110.400,178.340
82.300,226.540
170.350,184.490
96.320,278.290
81.920,191.560
98.800,265.460
91.200,185.140
55.760,242.420
72.320,231.220
104.980,191.940
73.980,200.800
80.760,303.640
137.020,206.620
82.780,148.440
122.130,221.740
110.120,184.480
63.320,176.470
88.020,227.220
71.120,245.920
108.640,162.780
108.180,242.960
71.380,284.420
118.680,166.680
76.410,113.780
84.420,217.140
49.840,242.500
73.780,229.600
69.500,261.200
99.300,220.680
77.320,213.340
108.120,239.470
63.380,209.300
71.540,233.380
79.960,239.740
93.860,220.030
88.360,283.590
57.720,269.700
121.420,282.200
146.240,229.320
76.840,228.180
162.880,314.430
115.500,179.470
86.760,226.740
78.540,233.340
