60.190,159.905
60.190,159.905
60.190,159.905
203.640,115.550
116.720,115.920
30.230,187.750
82.080,141.330
92.360,136.740
132.820,126.440
132.820,126.440
116.960,128.475
158.960,121.125
73.190,189.470
62.710,220.830
88.050,160.860
116.390,149.160
121.440,138.980
121.440,138.980
121.480,134.380
121.480,134.380
178.510,129.690
258.320,125.210
191.980,125.490
84.000,191.040
76.150,202.170
67.600,241.420
67.600,241.420
95.800,169.850
95.800,169.850
96.130,162.560
120.070,149.250
153.920,142.080
153.920,142.080
188.500,136.850
188.500,136.850
188.500,136.850
308.170,135.740
95.100,192.450
95.100,192.450
78.060,222.290
78.060,222.290
86.900,218.700
68.040,249.540
98.300,182.820
118.040,175.730
102.510,179.890
132.660,154.200
125.620,162.590
126.680,161.990
160.730,147.470
155.880,151.040
171.330,147.120
176.870,146.950
176.870,146.950
290.910,137.450
202.960,145.760
202.960,145.760
85.130,244.620
95.610,238.350
95.610,238.350
95.610,238.350
82.100,273.790
124.610,175.820
107.100,224.530
108.140,194.530
108.140,194.530
107.870,210.800
105.770,227.820
147.260,160.490
139.100,169.500
139.100,169.500
309.630,139.720
309.630,139.720
309.630,139.720
102.980,270.920
192.250,150.440
109.560,220.850
137.500,178.770
119.300,199.990
119.300,199.990
