203.640	115.550
203.640	115.550
203.640	115.550
203.640	115.550
25.080	129.300
25.080	129.300
116.720	115.920
116.720	115.920
89.250	125.830
62.010	127.390
30.230	187.750
30.230	187.750
42.210	140.820
41.220	154.230
158.960	121.125
158.960	121.125
314.450	119.430
121.530	126.830
121.530	126.830
132.820	126.440
132.820	126.440
132.820	126.440
132.820	126.440
132.820	126.440
132.820	126.440
132.820	126.440
92.360	136.740
92.360	136.740
92.360	136.740
92.360	136.740
116.960	128.475
116.960	128.475
82.080	141.330
82.080	141.330
82.080	141.330
60.190	159.905
60.190	159.905
60.190	159.905
60.190	159.905
60.190	159.905
60.190	159.905
60.190	159.905
60.190	159.905
60.190	159.905
60.190	159.905
165.610	122.640
148.780	127.080
148.780	127.080
121.440	138.980
121.440	138.980
121.440	138.980
121.440	138.980
121.440	138.980
121.440	138.980
121.440	138.980
121.480	134.380
121.480	134.380
121.480	134.380
121.480	134.380
121.480	134.380
121.480	134.380
121.480	134.380
121.480	134.380
62.710	220.830
258.320	125.210
258.320	125.210
258.320	125.210
88.050	160.860
73.190	189.470
191.980	125.490
191.980	125.490
73.190	189.470
116.390	149.160
154.490	137.880
153.920	142.080
116.390	149.160
178.510	129.690
178.510	129.690
153.920	142.080
153.920	142.080
