porst	va	vb	vbg	vc	l17	l18	l19	l20	amp/vg	amp/vq	amp/vx	VNW	VDDPST	POC	VDDCE	VDDPE	VPW	VSSPST	VSSE	BGR_Core/vbneg	BGR_Core/l6	BGR_Core/l7	BGR_Core/l8	BGR_Core/l10	BGR_Core/l11	BGR_Core/l1	BGR_Core/l2	BGR_Core/l4	BGR_Core/l5	BGR_Core/l12	BGR_Core/R6/l	BGR_Core/R7/l	BGR_Core/R8/l	BGR_Core/R10/l	BGR_Core/R11/l	BGR_Core/R3/l	BGR_Core/R1/l	BGR_Core/R2/l	BGR_Core/R4/l	BGR_Core/R5/l	BGR_Core/R12/l	R17/l	R18/l	R19/l	R20/l	VDD	VSS
6	2	8	11	17	12	14	2	9	14	20	8	18	6	15	7	3	8	6	10	11	14	14	6	12	9	18	10	13	12	6	15	20	6	19	4	5	17	6	12	14	11	8	15	20	13	3	5
6	2	8	11	17	12	6	2	9	14	20	8	18	6	15	7	5	8	6	10	11	14	14	6	12	9	18	10	13	12	6	15	20	6	19	4	5	17	6	12	14	11	8	15	20	13	3	5
6	2	8	11	17	12	6	2	9	14	20	8	18	6	15	7	5	8	6	10	11	14	14	6	12	9	18	10	13	12	6	15	20	6	19	4	5	17	6	12	14	11	8	15	20	13	3	5
6	2	8	11	17	12	6	2	9	14	20	8	18	6	15	7	5	8	6	10	11	14	14	6	12	9	18	10	13	12	6	15	20	6	19	4	5	17	6	12	14	11	8	15	20	13	3	5
6	2	8	11	17	12	6	2	9	14	20	8	18	6	15	7	5	8	6	10	11	14	14	6	12	9	18	10	13	12	6	15	20	6	19	4	5	17	6	12	14	11	8	15	20	13	3	5
6	2	8	11	17	12	6	2	9	14	20	8	18	6	15	7	5	8	6	10	11	14	14	6	12	9	18	10	13	12	6	15	20	6	19	4	5	17	6	12	14	11	8	15	20	13	3	5
6	2	8	11	17	12	6	2	9	14	20	8	18	6	15	7	5	8	6	10	11	14	14	6	12	9	18	10	13	12	6	15	20	6	19	4	5	17	6	12	14	11	8	15	20	13	3	5
6	2	8	11	17	12	6	2	9	14	20	8	18	6	15	7	5	8	6	10	11	14	14	6	12	9	18	10	13	12	6	15	20	6	19	4	5	17	6	12	14	11	8	15	20	13	3	5
6	2	8	11	17	11	4	2	9	2	20	18	18	6	15	10	5	8	16	10	11	14	14	17	12	9	17	10	13	7	6	15	20	6	19	4	18	17	15	12	14	9	8	15	20	13	3	5
6	2	8	11	17	11	4	2	9	2	20	18	18	6	15	10	5	8	16	10	11	14	14	17	12	9	17	10	13	7	6	15	20	6	19	4	18	17	15	12	14	9	8	15	20	13	3	5
6	2	8	11	17	11	4	2	9	2	20	18	18	6	15	10	5	8	16	10	11	14	14	17	12	9	17	10	13	7	6	15	20	6	19	4	18	17	15	12	14	9	8	15	20	13	3	5
6	2	8	11	17	11	4	2	9	2	20	18	18	6	15	10	5	8	16	10	11	14	14	17	12	9	17	10	13	7	6	15	20	6	19	4	18	17	15	12	14	9	8	15	20	13	3	5
6	2	8	11	17	11	4	2	9	2	20	18	18	6	15	10	5	8	16	10	11	14	14	17	12	9	17	10	13	7	6	15	20	6	19	4	18	17	15	12	14	9	8	15	20	13	3	5
6	2	8	11	17	11	4	2	9	2	20	18	18	6	15	10	5	8	16	10	11	14	14	17	12	9	17	10	13	7	6	15	20	6	19	4	18	17	15	12	14	9	8	15	20	13	3	5
